,Game ID,White Rating,Black Rating,Opening ECO,Opening Ply,White Centi-pawn Loss,White's Number of Inaccuracies,White's Number of Mistakes,White's Number of Blunders,Black Centi-pawn Loss,Black's Number of Inaccuracies,Black's Number of Mistakes,Black's Number of Blunders,Winner
14494,BdWmlglq,2121,2109,A04,2,26,0,2,1,79,1,2,1,White
14495,Urhvvwma,2166,2028,D11,5,22,1,0,0,49,2,0,2,White
14496,tJxQZl2e,2170,2174,B29,5,47,2,0,4,98,4,1,2,White
14497,5NP1Mlib,2048,2177,D04,5,70,2,2,2,35,1,0,2,Black
14498,2Hskeef7,2091,2185,E11,8,38,3,0,0,78,4,1,1,White
14499,VAI93czc,2178,2151,D45,11,160,2,2,5,178,5,1,7,White
14500,zZundfip,2308,2176,A45,3,8,0,0,0,7,0,0,0,Draw
14501,KGljUjeC,2177,2176,B23,3,89,3,2,5,87,3,2,5,Draw
14502,daAkgEaO,2074,2234,A46,4,71,3,2,4,45,2,1,3,Black
14503,y1vlJu19,1750,1803,D02,3,35,4,1,1,62,8,3,2,White
14504,XBCaM4f8,1862,1842,C92,17,82,3,2,3,45,5,0,2,Black
14505,Xvi4HnN8,1441,1388,C41,7,8,2,0,0,46,2,0,1,White
14506,Oq3C91P9,1802,1795,B50,6,69,1,5,1,56,1,3,1,Black
14507,szVgsvP1,1918,1937,B41,14,25,4,0,1,46,2,1,2,White
14508,18625I3Q,1796,1765,C23,3,46,4,5,1,69,7,3,3,White
14509,5HGpYsk5,1725,1737,C00,5,52,5,3,2,70,4,2,4,White
14510,1MbV1SZh,2035,2144,C20,3,40,9,2,2,45,4,4,3,White
14511,kVaDdovU,2051,2137,A20,4,50,4,0,2,37,4,2,1,Black
14512,mC18lgEE,2127,2060,B23,4,53,3,2,3,73,3,5,3,White
14513,uPH5frPh,2056,1801,A13,2,35,2,2,2,66,5,3,2,White
14514,goyc3PyT,1952,2070,A80,2,129,2,2,6,105,3,3,3,White
14515,PznXcmjH,2011,2060,B00,2,72,6,3,2,45,8,1,2,Black
14516,QZ1mlLa0,2085,1962,A01,2,39,7,1,2,37,0,1,3,Draw
14517,xmzc2wFQ,1036,1861,D38,8,38,5,0,3,23,0,1,1,Black
14518,P4OMhXkG,1038,991,D06,4,34,1,1,2,64,3,0,2,White
14519,dNYTGiFB,1033,1026,D20,4,91,2,3,1,34,2,0,0,Black
14520,3piIrlHy,1372,1142,B20,3,143,3,1,5,100,4,2,1,Black
14521,wExAW8Zg,1348,1367,A21,3,107,7,10,7,88,8,5,8,Black
14522,5W1EOLWq,1149,1362,C30,4,62,6,4,4,42,8,1,1,Black
14523,ZarpTleC,1847,1859,D82,7,74,4,1,2,39,5,1,1,Black
14524,Wy2hDFPN,1844,1888,B17,8,30,1,0,1,74,3,2,1,White
14525,nfLCq8Gj,1765,1832,E94,13,91,3,0,3,62,0,0,2,Black
14526,MhJyOh4E,1811,1774,A53,4,57,1,1,2,89,5,0,2,White
14527,BbRmlu7F,1714,1717,B00,2,81,2,1,2,148,6,2,3,White
14528,h5IwNF2b,1277,1494,B00,5,52,2,0,2,86,2,1,3,White
14529,vYB0YQX9,1207,1321,A00,1,92,7,2,2,122,5,1,2,White
14530,7AXep655,1865,1908,C36,7,69,1,1,3,26,3,1,0,Black
14531,D3di0BGk,1900,1909,C26,5,30,4,1,0,42,3,0,1,Black
14532,tt9exEJh,1899,1860,C50,6,33,5,2,0,28,2,1,1,White
14533,6NBe4ZLx,1893,1888,C24,4,19,0,1,1,52,2,0,2,Black
14534,rq3irBZF,1951,1880,D06,4,88,7,1,1,39,3,0,0,Black
14535,WFWySYiY,1879,1877,C40,4,48,3,2,1,81,6,2,3,White
14536,EaIryP2C,1484,1460,B10,5,110,2,0,2,164,2,0,3,White
14537,9Q5hDy6K,1544,1531,B21,3,121,3,2,7,138,6,1,7,Black
14538,VIyBWjOr,1523,1518,D13,8,104,3,2,4,88,1,2,3,Black
14539,rlrU5hPa,1995,2000,A66,15,118,5,1,6,149,5,3,6,White
14540,bWTKMmjy,1996,1993,B10,2,52,2,1,3,78,5,4,3,White
14541,7VUliLZw,1988,1968,D00,5,55,3,1,1,110,5,1,3,White
14542,tycjCbv3,1984,1897,B09,11,50,4,0,3,77,7,1,3,White
14543,wez7sC5i,1913,1979,B10,2,19,3,1,0,30,2,1,1,Black
14544,WUTTpXrq,1817,1775,B21,3,72,2,0,2,18,1,1,0,Black
14545,H8A4womq,1802,1870,B21,5,15,2,0,0,55,2,2,1,White
14546,GSQbcfE9,2068,2228,A42,7,12,0,1,1,12,3,0,0,Draw
14547,lwn61fG7,2072,2499,E20,6,29,1,2,0,9,0,0,0,Black
14548,l9jWiCUx,2089,2153,E76,13,41,3,2,1,20,1,1,0,Black
14549,1WhVO45f,2263,2096,C41,12,18,1,0,1,17,1,0,1,Draw
14550,y4HWDPzq,2209,2113,B00,4,29,11,1,0,41,4,4,2,White
14551,2ptuu4HY,2085,2161,E76,9,24,2,0,1,70,4,0,2,White
14552,aNZ3xLqv,2194,2048,A41,3,35,5,3,0,42,2,1,2,Black
14553,cWvuLmE2,2134,2071,C41,5,13,1,0,0,19,2,0,0,White
14554,0B2LZcGc,2026,2224,A41,3,32,3,1,0,62,2,4,1,White
14555,DRQlGZMt,1618,1574,A45,2,101,1,1,5,61,3,3,3,Black
14556,wx2MIR6c,1768,1788,A00,1,52,2,1,1,98,4,0,2,White
14557,kWfeXd50,1502,1500,D02,6,27,1,0,0,50,5,1,1,White
14558,R4iJr5CA,1701,1461,B00,3,86,2,0,4,123,7,1,4,White
14559,29DdL5VU,1400,1427,D30,7,60,5,1,0,88,9,2,1,White
14560,Zm4yuDe9,1070,1067,C40,4,113,2,3,6,106,8,2,4,White
14561,UV3PRkpr,1765,1809,D38,9,99,1,2,4,138,2,3,3,White
14562,9gVZAdei,1921,1658,D43,11,43,2,0,1,10,1,0,0,Black
14563,GUzF7ivG,1655,1929,B12,7,23,3,1,3,22,4,3,1,Draw
14564,nLc6m5Z0,1411,1500,B20,2,28,9,0,1,61,8,1,2,White
14565,TuID2PWv,1530,1498,B32,5,119,3,1,4,164,2,2,4,White
14566,lNIuLX4W,1482,1475,C23,3,91,1,2,2,160,3,0,3,White
14567,1QSoYPyM,1507,1497,D02,4,66,2,2,3,113,4,2,2,White
14568,647euwYN,1420,1484,C46,6,39,2,1,0,71,2,3,1,Black
14569,Eyz9iYvK,1439,1467,C44,5,92,5,4,5,114,5,4,7,Black
14570,isntxrxZ,1428,1444,C00,4,95,1,0,2,147,4,0,3,White
14571,ubXs3nYR,1871,1796,A04,2,94,3,1,4,65,3,1,1,Black
14572,wiYJEj36,1825,1789,A00,1,50,5,1,0,86,5,0,3,White
14573,nuN7Wo7a,1686,1814,B12,6,144,4,1,6,125,5,3,4,Black
14574,8pq55q4l,1660,1612,D10,5,87,4,1,3,53,6,1,1,Black
14575,jMZaOYvf,1569,1948,A45,4,86,4,0,4,41,2,3,0,Black
14576,QAxZrhWQ,1947,1208,D20,5,40,1,3,1,75,4,2,3,White
14577,8FkjNGiw,1945,1423,A40,2,35,1,0,1,64,3,0,3,White
14578,B52LwBiN,1374,1944,C01,5,52,6,2,0,9,1,0,0,Black
14579,2l0HjuIl,1935,1929,C00,3,38,2,1,2,22,1,0,1,Black
14580,arxeEi39,1798,1920,C00,3,66,5,1,2,36,4,1,0,Black
14581,HxoYW5A1,1930,1875,A56,6,58,2,1,2,21,1,1,0,Black
14582,lkCuePqN,1801,2132,B23,3,42,6,2,3,60,7,4,5,White
14583,eU6jTwyE,1834,1854,C00,3,84,3,4,6,60,3,2,5,Black
14584,Uk6ThjIi,1853,1833,B03,9,58,8,1,3,62,1,1,6,Draw
14585,kGL77yQu,1775,1849,B80,10,108,0,2,3,155,2,0,5,White
14586,M8VIJ6Ge,1866,1633,A40,2,74,1,2,1,26,1,0,1,Black
14587,IsctFVLI,1056,1217,A01,3,68,9,5,4,85,6,6,5,White
14588,OQ2LQQo9,2384,2441,A11,2,34,3,0,1,57,9,4,1,White
14589,3LJVkCFi,2128,2391,C65,6,16,1,1,1,17,3,0,1,Draw
14590,2oAW3nob,2384,2235,A15,2,38,5,1,1,62,1,2,3,White
14591,gMmpLn6Z,2380,2116,A36,9,44,0,1,1,64,6,0,3,White
14592,gfAxDTEE,2343,2369,D02,5,26,6,0,1,30,7,1,1,Black
14593,BUv9ktZK,2160,2376,E61,11,20,8,2,0,21,6,1,1,Draw
14594,wD46vrKa,2371,2104,A15,2,16,3,0,0,14,2,0,0,White
14595,yr01wsqW,2191,2365,E66,15,26,2,3,1,20,2,2,0,Black
14596,u1Qq9w6m,1684,1704,C31,6,104,5,1,2,49,3,0,1,Black
14597,Skz9dcHn,1918,2094,A01,2,56,2,0,1,11,1,0,0,Black
14598,58klyZtP,1598,1596,B01,4,46,4,1,1,74,5,1,2,White
14599,4Qgq3BbV,1145,1217,C48,7,159,5,6,5,130,7,5,4,Black
14600,4Y4cSevj,1043,1126,A00,1,30,2,0,0,23,1,0,0,Black
14601,D8ERLP0Q,1117,1098,B00,3,77,3,2,2,127,5,2,4,White
14602,bwcrGO5p,1891,1914,C22,7,90,2,0,1,38,2,0,1,Black
14603,MX3ZLFbj,1993,1904,B22,10,74,3,1,3,83,6,0,4,White
14604,sR1SD7O5,1968,1882,D02,5,57,6,1,2,30,5,0,1,Black
14605,dCUYTGBB,1717,1689,D00,3,51,2,1,0,101,5,1,1,White
14606,ho6ZGoMq,1686,1745,D00,4,30,3,0,1,61,4,1,2,White
14607,W07yYLoD,1638,1658,B00,5,110,7,0,3,67,7,0,2,Black
14608,WEqeGket,1744,1681,B00,2,54,6,1,5,67,4,0,8,White
14609,zar8sSc1,1648,1658,D00,3,54,4,1,3,82,9,2,3,White
14610,KwJs4tQF,1623,1612,D00,3,59,0,0,1,24,1,1,0,Black
14611,CntwhCBv,1534,1483,C50,5,113,4,3,8,91,5,2,8,Black
14612,XbSc19jZ,2008,1980,C00,5,62,2,2,0,60,2,2,0,Black
14613,cDB3wnfv,1917,2016,A52,7,83,5,2,3,105,3,3,5,White
14614,ejCMOPbP,1997,2010,C42,9,87,2,1,9,72,2,1,9,Black
14615,2F9FFCvg,1384,1357,B20,2,37,1,0,0,74,1,0,1,White
14616,51G7FEPl,1655,1787,A00,1,157,5,4,9,138,4,1,9,Black
14617,15a77x5v,1602,1623,C44,4,61,6,1,5,82,5,1,7,White
14618,76gmXXCd,1621,1569,C44,4,37,3,0,0,76,4,0,3,White
14619,lcoV97NO,1612,1561,B00,4,52,4,0,2,73,4,3,4,White
14620,crjIiins,1619,1393,B10,3,139,7,4,7,117,4,4,8,Black
14621,ITI0mojO,1271,1517,A04,2,131,6,3,3,94,6,0,3,Black
14622,wAQ6KJLr,2276,2016,C30,4,24,3,1,0,53,6,1,1,White
14623,suWhzSi4,2020,2271,B20,3,48,3,1,1,19,1,1,0,Black
14624,elCNAnsI,2076,1992,C46,6,72,8,1,2,47,5,2,2,Black
14625,zyG1s9va,1629,1614,C41,4,65,8,2,4,81,7,6,7,White
14626,HDDOgSZ3,2105,2150,D11,7,60,7,0,4,32,2,2,0,Black
14627,zyHA5ocs,2082,2219,A17,4,53,5,1,2,27,5,0,0,Black
14628,I6awB5WT,1575,1278,D06,4,50,5,1,2,83,4,2,2,White
14629,DypGRAfh,1680,1791,E24,9,103,3,1,3,61,1,2,2,Black
14630,qoguQiVc,1774,1806,A40,2,125,6,1,10,145,4,1,13,White
14631,B6Vft5C2,1794,1764,C42,5,42,4,4,0,52,5,2,1,White
14632,s3rYKAXs,1811,1778,C02,7,142,6,4,5,149,7,2,5,White
14633,PLOA96f0,1782,1963,B32,7,37,6,0,2,50,5,3,2,White
14634,unUAHu6s,1690,1767,C02,7,75,4,3,1,28,1,1,0,Black
14635,rzezKAdG,1563,1551,C44,4,36,4,2,1,73,9,2,2,White
14636,utvxgiBI,2548,2413,C60,6,48,8,5,6,48,6,5,4,White
14637,ZzNg3QWA,2435,2544,D02,5,28,12,4,1,18,5,3,1,Black
14638,pY4jUhNQ,2539,2427,C42,9,17,1,0,0,44,2,0,1,White
14639,w4j7bZ14,2533,2458,C12,11,19,0,1,0,53,4,2,1,White
14640,M9XgGydB,2354,2543,D04,5,84,6,1,4,68,4,3,4,White
14641,Ev0AUBHa,2405,2539,B53,7,69,2,1,3,34,3,0,2,Black
14642,d6O6NaHt,2546,2545,C10,10,102,2,3,3,73,1,1,2,Black
14643,u5NggD6d,2414,2541,D45,11,36,3,0,2,30,1,1,1,Black
14644,sEMllQ0I,2538,2249,B11,6,22,4,0,0,40,4,1,1,White
14645,ZQEUGLth,2435,2548,A25,4,41,1,1,1,57,1,0,1,White
14646,xwypXHXo,2097,2297,B21,3,65,3,1,0,22,0,0,0,Black
14647,nhIkYGd4,2295,1790,D03,5,17,2,0,0,45,0,0,2,White
14648,DjlJBkCZ,2291,1887,D00,3,17,0,0,0,42,2,0,1,White
14649,OO6onoQR,1530,2291,A40,6,57,3,1,1,20,2,0,0,Black
14650,OEfiErDt,2282,2082,D97,14,22,4,0,1,48,9,0,2,White
14651,b766SmYe,1813,2280,B20,3,65,5,2,2,28,1,1,0,Black
14652,tmHPlkuS,2272,2026,D00,3,24,3,1,0,46,8,1,2,White
14653,akbXKYCu,2201,2257,A45,2,63,1,0,1,17,0,0,0,Black
14654,gzBqwTmp,1445,1440,C55,6,61,8,0,6,74,1,1,8,White
14655,0T0IyeoD,1682,1656,C46,7,51,2,0,0,136,4,0,1,White
14656,ZkwtTKpq,1512,1504,D37,7,15,1,0,0,28,0,1,0,White
14657,YhbrYTDU,1528,1523,D85,13,26,3,0,1,38,2,2,2,White
14658,Q00cVpVO,1478,1536,C77,9,14,0,0,0,70,0,1,1,White
14659,lF3NewrS,1551,1424,A40,2,66,4,1,1,27,2,1,0,Black
14660,cDcZpWZj,1449,1458,D00,3,163,1,0,3,80,2,0,2,Black
14661,GAJSuFt0,1997,1442,B22,3,7,0,0,0,54,2,0,1,White
14662,yi2K6m6C,1441,1439,D02,4,67,4,2,1,27,1,0,0,Black
14663,KKYwhjFl,1381,1583,B10,3,25,2,0,1,64,1,2,2,White
14664,eIet2Ioq,1685,1390,A41,4,64,1,0,3,107,2,1,3,White
14665,wyK06tJM,1735,1500,C00,3,30,3,0,0,86,8,0,1,White
14666,uvMsKCq1,1058,1089,B10,2,106,5,1,4,75,2,3,1,Black
14667,1MylmBwp,1069,1080,D02,4,60,2,1,1,111,2,1,1,White
14668,c9i8l09i,1857,1993,C14,12,51,0,0,1,8,0,0,0,Black
14669,Fntg8o3t,1857,1563,C10,5,13,5,0,0,13,1,1,0,Draw
14670,zGzvQN2I,2058,1857,C47,8,29,2,1,1,68,3,1,2,White
14671,6VOr1VPN,1857,1763,C47,7,37,4,1,1,22,5,0,0,Black
14672,LYqw1Wlu,2049,1983,B27,3,119,4,0,4,175,1,1,4,White
14673,JCXtuSbZ,2055,1988,B90,11,33,2,3,0,50,6,1,1,White
14674,gFenDDtD,1994,1970,C50,8,71,5,1,2,46,4,1,1,Black
14675,QHxwul9n,1994,1984,C55,7,16,4,1,1,16,4,1,1,Draw
14676,T3Az0wuY,1999,2048,B90,11,69,2,1,2,30,0,1,1,Black
14677,l1MDbZqf,1895,1995,B50,4,72,2,1,4,58,2,4,3,Black
14678,6f7V9UKb,1987,2080,C55,7,56,2,3,0,89,5,2,2,White
14679,i6GMZp5z,1961,1982,B21,5,50,1,1,1,40,1,0,1,Black
14680,joIHy7M5,1976,1943,C50,8,14,0,0,0,71,0,1,1,White
14681,d0ZJhVx8,1981,2020,C02,7,93,8,1,3,62,4,4,1,Black
14682,sbit1mlI,1315,1227,C20,3,52,9,0,1,15,5,0,0,Black
14683,2pE3fZus,1352,1209,C20,3,78,6,2,3,47,1,1,3,Black
14684,nZZc6T80,1415,1318,C10,5,105,6,5,4,86,6,4,3,Black
14685,6UFlVCl6,1418,1519,A41,2,43,1,1,1,111,2,1,1,White
14686,eQnv4iFB,1848,2198,B90,11,52,4,2,3,31,4,0,2,Black
14687,aZlFd0ND,1535,1840,B00,2,46,9,1,3,30,4,2,2,Black
14688,2EkMacRn,1325,1675,D10,5,29,3,0,2,69,2,1,3,White
14689,AacGRHzL,2224,2317,E01,7,30,1,0,1,60,2,1,1,White
14690,FTn2rdoR,2217,2239,D20,6,23,4,0,0,52,4,2,1,White
14691,0SsgICZU,1896,2259,A01,2,30,2,2,0,62,3,2,2,White
14692,s6bzIhbf,2278,1961,A50,4,48,4,3,1,30,1,1,1,Black
14693,T2UPpteJ,2292,2306,D30,4,136,1,2,7,105,2,1,4,Black
14694,AMVBxZT0,2410,2295,B12,7,35,2,0,1,88,0,0,2,White
14695,RhUeWANx,2307,2405,E65,13,50,5,3,1,26,4,3,0,Black
14696,jyQqzTzr,1618,1573,C40,4,76,2,3,2,51,4,3,1,Black
14697,3BkNqseZ,1872,1783,D08,4,27,2,0,0,63,8,0,1,White
14698,IojzSrAw,2226,1489,B27,6,14,3,0,0,38,3,0,1,White
14699,W60U1MWF,1369,2007,C10,6,81,8,2,3,115,5,7,2,White
14700,MHoqvDFT,1135,1226,D02,4,14,0,0,0,21,1,0,0,White
14701,3viOg9um,1396,1366,B40,4,66,6,1,2,38,3,0,2,White
14702,CObNzB0H,1321,1326,C41,6,78,4,1,4,97,7,1,5,White
14703,pqgYaQfH,1534,1538,B00,2,50,2,0,2,90,4,1,2,White
14704,JYTAbGAY,1822,1505,B00,2,105,6,3,12,93,3,3,11,Black
14705,WiUv6sK0,2174,2624,C45,8,27,1,1,2,28,1,2,2,Draw
14706,unXDHFJW,1479,1372,B01,4,104,1,1,6,78,2,1,5,Black
14707,gEnaUqVG,1445,1516,C45,7,28,0,0,0,77,5,1,1,White
14708,1SpOBNiC,1329,1392,D02,4,60,4,3,3,84,4,1,5,White
14709,GbEl4BUR,1497,1473,B10,3,81,3,2,4,60,2,2,4,Black
14710,dRvtpas6,1500,1414,B20,2,72,0,1,2,28,0,0,1,White
14711,TiplhUti,1574,1387,C61,6,80,0,0,3,15,0,1,0,Black
14712,spUie05U,1395,1464,C20,3,47,6,1,2,25,2,1,1,Black
14713,Y1v3CqpV,1393,1510,B20,2,85,8,2,1,86,5,0,2,Draw
14714,ZwoxbV88,1191,1319,B08,8,53,4,0,2,35,3,0,1,White
14715,RwJ9HY20,1256,1253,B23,4,119,3,5,5,147,3,4,8,White
14716,BUwrhfKF,1200,1268,D06,4,29,1,0,1,58,5,0,3,White
14717,xUlS8ywa,1619,1663,D04,5,39,1,3,0,81,2,2,2,White
14718,6PI8ODMn,1820,1608,C50,9,39,1,1,1,9,0,0,0,Black
14719,1qOkaiRh,1829,1971,B43,9,31,2,1,0,8,0,0,0,Black
14720,KY0OGFAq,2061,1804,C49,8,51,1,1,1,4,0,0,0,Black
14721,LFU05RgT,1779,2052,B40,4,13,1,0,0,52,3,2,1,White
14722,JLVGrndW,1729,1987,C55,7,8,0,0,0,43,0,1,1,White
14723,8g95IyWH,1930,1711,C41,7,25,1,1,0,9,0,0,0,Black
14724,1VepOpRe,2366,2260,D11,7,103,1,1,2,78,1,0,2,Black
14725,YH8kK18N,2362,2224,D11,8,28,1,2,0,75,4,2,2,White
14726,Pt0dohWG,2309,2355,A17,4,50,1,2,5,35,2,3,3,Black
14727,04voEBdw,2183,2350,C00,3,45,6,1,1,19,3,1,0,Black
14728,6iSwN9OC,2350,2302,D30,4,17,2,0,0,34,4,0,1,White
14729,mpSyP44K,1975,2083,B70,10,77,3,1,3,109,4,1,5,White
14730,ypZ7xVGB,2285,2275,B41,9,26,9,1,1,44,5,2,2,White
14731,M9szJ1Mc,2280,2277,B07,5,79,7,2,1,37,1,1,1,Black
14732,MKTIKID8,2318,2378,B65,19,58,3,4,4,44,6,1,3,Black
14733,JQDrkvMk,2261,2293,B21,5,76,5,1,4,55,6,1,2,Black
14734,UK3rkkoG,2265,2263,C44,7,33,2,1,0,44,3,0,2,White
14735,pw1aup8g,1846,2050,B52,6,46,2,0,1,26,0,0,0,Black
14736,xLZc8OQz,2301,2054,B52,9,54,9,6,2,59,9,1,3,White
14737,3Ekc9Hcm,2176,2062,B21,6,23,5,2,0,37,6,3,0,White
14738,qwJikrfw,1995,2064,B59,13,21,4,0,1,22,3,1,1,Draw
14739,ZiWDqqw1,2068,1931,C03,5,61,3,0,1,88,4,4,1,Draw
14740,XF1SLShF,2073,1892,B19,24,25,5,1,1,26,6,1,1,Draw
14741,KbizPA63,2077,2081,E97,17,32,5,1,1,14,4,0,0,Black
14742,Ls3mSkQH,2084,2237,C06,15,65,5,2,2,64,2,2,3,Black
14743,Y10QgLM7,1873,1764,D20,4,88,7,1,4,62,6,2,3,Black
14744,ylHvsWfc,1875,1938,D15,7,116,7,2,8,90,2,4,6,Black
14745,jTBY2WcT,1678,1630,B12,5,103,5,0,9,93,7,1,8,Black
14746,lUucO4Eq,1533,1567,B50,4,29,3,1,2,56,5,5,2,White
14747,ZcdcX99U,1956,1535,D00,3,82,11,1,6,97,8,1,9,White
14748,vD9INE4g,1837,1400,A40,1,104,0,1,3,66,5,0,2,Black
14749,xMajpnPf,1467,1276,C00,3,197,14,1,8,220,13,0,11,White
14750,RGrMTJeQ,1238,1290,B00,2,15,0,1,0,48,3,0,2,White
14751,WKnqO7EL,1799,1681,A21,4,40,6,1,0,71,5,2,3,White
14752,vllFVapF,1815,1644,B01,2,72,2,2,2,29,2,0,1,Black
14753,vWgmPhat,1852,1805,C00,4,78,3,2,3,113,3,4,3,White
14754,kKnHY1rx,1865,1623,B13,7,112,4,3,7,143,4,0,8,White
14755,PXbgjgAS,1800,1508,C44,5,31,5,0,1,56,9,1,2,White
14756,eYbekk43,1130,1032,C42,5,237,0,3,7,213,1,2,6,Black
14757,KKb5BAFo,1113,1136,A00,1,124,2,2,2,200,0,1,2,White
14758,aPBB62Oy,1719,1715,A36,8,34,3,3,1,35,6,1,2,Draw
14759,LdwYvKP4,1698,1706,B20,3,27,2,0,0,3,0,0,0,Black
14760,RhUNQHjK,1660,1694,B20,3,25,8,1,1,6,4,0,0,Black
14761,WDP7MRXU,1650,1681,A37,9,60,3,3,1,96,3,3,3,White
14762,Vbx4vLRp,1684,1665,B20,3,67,3,1,3,30,3,0,1,Black
14763,Qmm8zAVo,1668,1649,B20,2,75,2,1,2,37,1,0,1,Black
14764,aswj7U7L,1417,1454,B54,8,60,2,2,2,28,1,0,0,Black
14765,gFCqI3Rv,1411,1908,C41,4,52,1,2,2,25,3,0,0,Black
14766,QGhHAUq5,1423,1411,B50,4,70,1,0,2,16,0,1,0,Black
14767,s4GRpCTx,1740,1682,A43,3,40,3,1,1,81,5,4,1,White
14768,4Kzx53U6,1669,1746,C00,5,174,0,1,3,143,1,0,5,Black
14769,HSmGsQTT,1675,1709,B10,2,66,6,4,1,41,3,1,4,Black
14770,BZ7RMjBO,1662,1665,D01,5,64,5,1,0,97,5,1,1,White
14771,w4xhe33q,1652,1392,B23,6,46,4,2,2,83,4,3,5,White
14772,bm0lTBKz,1335,1329,A45,4,20,3,1,0,16,2,0,0,Black
14773,WRgFbvk6,1632,1847,B50,4,33,3,1,1,61,4,2,2,White
14774,Ooq8qC1T,1625,1632,C21,4,23,2,1,0,105,4,0,1,White
14775,1YNkYrpU,1450,1529,C41,5,73,4,1,3,27,2,0,1,Black
14776,ysw99git,1434,1414,B01,2,47,3,1,1,82,9,1,3,White
14777,IJMlXaY0,1500,1438,D00,3,7,1,0,0,48,3,0,2,White
14778,pj1CbEPM,1514,1442,A00,1,44,3,0,1,71,3,1,1,White
14779,2AG2YLmA,1436,1469,C02,7,56,11,1,2,66,9,0,4,White
14780,XMLy4Udz,1777,2226,A84,5,64,2,1,3,38,0,1,1,Black
14781,uxXcRs92,1786,1769,C45,7,70,2,2,2,107,3,3,3,White
14782,TjVqoe3E,1804,2011,B21,3,30,1,2,0,5,0,0,0,Black
14783,xqS8JSDW,1486,1553,C42,8,125,0,0,4,103,1,0,2,Black
14784,Kqc6v15H,1795,2218,D02,5,36,3,0,1,15,2,0,0,Black
14785,larosH3y,1598,1826,C62,6,55,2,0,3,92,3,2,3,White
14786,al8uYu7r,1819,1639,D02,4,37,2,1,2,75,6,0,3,White
14787,FMfBjUKX,2196,1819,C46,5,69,5,1,1,101,4,2,3,White
14788,b8dQRovN,1923,1787,C24,7,114,3,3,9,99,3,3,7,Black
14789,F81i4nb7,1754,1907,D02,4,62,3,1,1,109,2,0,5,White
14790,yY5rMU4q,1741,1729,C23,4,53,6,2,1,26,1,3,0,Black
14791,FZ4mcmCr,1721,1450,D02,4,27,3,1,0,50,8,3,1,White
14792,GtLnX9jb,1906,2006,C01,5,42,1,1,2,10,0,0,0,Black
14793,j0WcJgBq,1931,1915,C61,6,8,1,0,0,47,4,0,1,White
14794,yoCbKa3Y,1927,1797,D08,4,67,5,2,0,13,1,0,0,Black
14795,d3gvEdGa,1500,1403,C49,8,4,0,0,0,31,1,1,1,White
14796,71WQvVp6,2013,2022,C00,3,58,3,3,1,78,3,3,4,White
14797,nk0ZQMCr,2311,2494,C00,3,36,0,0,1,6,0,0,0,Black
14798,270wpvff,2491,2052,B01,11,8,0,0,0,57,3,0,1,White
14799,lkbxjGAn,2106,2488,D30,4,52,2,1,1,4,0,0,0,Black
14800,74sEgFzn,2087,2067,B21,3,78,6,1,3,49,4,0,3,Black
14801,LY37vPZg,1500,1418,A40,2,24,3,1,1,58,7,0,3,White
14802,wYVPNKds,2274,2029,A65,11,24,8,2,3,23,4,1,3,White
14803,8bmNPsf8,1366,2348,A25,4,46,4,2,0,7,0,0,0,Black
14804,IFp8nfQZ,2335,2262,B31,6,8,0,0,0,53,1,2,1,White
14805,V424nN5B,2271,2322,C65,9,32,6,1,1,14,0,0,0,Black
14806,UPcUB2Tt,2307,2280,B30,5,11,0,0,0,56,1,1,2,White
14807,njN5niah,2291,2290,D32,9,40,0,0,1,4,0,0,0,Black
14808,fSGIGtCs,2269,2347,C01,5,7,0,0,0,34,5,1,0,White
14809,VKtNL8My,2247,2323,A05,2,8,0,0,0,50,2,2,0,White
14810,fzH5Q1tG,2235,2118,D46,12,7,0,0,0,51,0,1,1,White
14811,iJoTkwH9,2126,2221,C47,8,59,0,2,1,9,0,0,0,Black
14812,Y187rplp,1259,1529,C46,5,109,8,2,5,98,9,1,5,Black
14813,cvjU0Wnp,1928,1259,A45,4,46,4,1,1,66,8,1,2,White
14814,XLF9X8T0,1259,1464,C63,7,245,2,2,4,200,0,2,5,Black
14815,RfgJkRFo,1794,1823,C70,8,51,3,0,1,22,0,0,0,Black
14816,SMOOEwXZ,1563,1602,D20,4,35,4,1,3,54,6,2,4,White
14817,fe2wIWLZ,1574,1665,C41,5,126,5,3,4,105,5,1,4,Black
14818,GqsxZXY9,1593,1498,D31,6,99,3,2,3,45,3,2,1,Black
14819,2PTLzLta,1566,1879,A43,4,16,2,1,0,48,0,0,2,White
14820,HO9hhTd6,1549,1561,B90,10,12,0,1,1,31,3,1,2,White
14821,EDijnyUl,1714,1559,B20,3,89,4,0,1,147,3,0,3,White
14822,eg9RdfAf,1512,1507,A41,3,46,0,1,1,106,2,3,1,White
14823,lIFpPkLg,1522,1667,D06,4,94,3,1,6,75,4,2,5,Black
14824,P3j9t259,1523,2099,B01,2,55,4,1,2,24,2,0,1,Black
14825,tA8F7wk6,1401,1234,D00,3,44,4,0,0,82,3,4,1,White
14826,XjUKanT4,1225,1267,B00,2,93,2,1,1,62,6,2,1,Black
14827,rTbd9cdR,1223,1213,C26,5,231,0,1,6,179,2,0,5,Black
14828,RZTflxzD,1223,1203,C21,5,141,1,3,1,68,3,0,1,Black
14829,QhOqFNBK,1193,1259,C21,5,8,6,0,0,56,6,0,1,White
