White Rating,Black Rating,accdiff,misdiff,blundiff,Winner
1891,1622,-2,-1,-1,White
2588,2263,0,-3,0,White
2254,2407,-3,-2,0,White
2114,2243,5,0,0,Black
1683,1739,-2,0,3,Black
1724,1732,0,0,1,Black
1726,1690,1,0,1,White
1757,1731,2,1,-2,White
1706,1737,0,-1,0,White
1675,1742,1,0,2,Black
1944,2195,0,2,0,Black
1884,2232,-2,2,-3,White
1861,1900,0,0,-2,White
1418,1411,-4,-1,0,Black
1434,1438,-4,0,0,White
1433,1453,0,0,-1,White
1245,1228,1,-1,-2,Black
1287,1099,1,0,-2,Black
1211,1230,-1,-3,-1,White
1344,1500,2,-2,-2,White
1960,2006,-2,0,-1,White
1942,2069,-4,0,-1,White
1940,1626,-3,-1,0,White
1900,1821,-1,-1,0,White
1852,2162,-1,1,1,Black
2021,2156,-2,-1,-1,White
1856,1788,-1,-1,2,Black
1807,1786,-1,-1,-1,White
1716,1799,1,-1,0,White
1833,1803,2,0,1,Black
1701,1805,-1,0,1,Draw
1799,1756,1,1,-1,White
1582,1623,-3,-2,0,White
1718,1752,1,-1,0,Black
1998,2062,0,0,1,White
2039,2015,2,0,-2,White
1685,1750,1,4,1,Black
2357,1519,-3,1,-2,White
1706,1519,3,2,0,Black
1817,1497,4,0,1,Black
1838,1474,2,1,0,Black
1972,1451,2,1,1,Black
1898,1383,6,1,0,Black
1361,1823,-1,-1,-1,White
1848,1339,0,2,1,Black
1363,1708,-4,0,-1,White
1356,1583,3,0,0,White
2020,1329,-5,0,-1,White
1477,1426,2,1,1,Black
1467,1476,-4,0,1,White
1477,1436,2,0,1,Black
1488,1472,-3,1,-2,White
1315,1486,-1,1,-1,White
1256,1267,0,-2,0,White
1305,1218,-4,1,-1,Black
1716,1464,-2,0,0,Black
1413,1280,0,0,-1,White
1284,1436,-5,1,-1,White
2092,2086,-1,-2,-1,White
1188,1181,2,0,1,White
1222,1494,0,1,-1,White
1472,1513,-1,1,0,White
1501,1459,3,1,1,Black
1518,1446,2,2,2,Black
1407,1448,-2,1,0,White
1291,1159,-2,0,-1,Black
1589,1553,1,1,0,Black
1593,1417,-3,-3,4,Black
1905,1901,4,-2,2,Black
1899,1970,0,3,-1,Draw
2007,1892,-2,0,1,Black
1815,1818,-1,0,2,Black
1784,1920,-1,0,-1,White
1802,1753,-1,-1,2,Black
1666,1689,-1,0,2,Black
1653,1676,-1,-1,0,White
1623,1563,-3,-1,-2,White
1600,1580,6,-1,1,Black
1742,1705,0,5,0,Black
1424,1839,2,0,1,Black
1805,1910,-3,2,-3,White
1840,1776,1,0,0,White
1828,1935,0,0,-2,White
1774,1736,-2,1,-1,White
1749,1765,3,-1,1,Black
1875,1244,-1,-1,-1,White
1495,1501,2,2,0,Black
1522,1523,6,1,-2,Black
2299,1868,0,-1,-1,White
1869,2293,3,-2,2,Black
2087,2277,-1,0,1,Black
2439,2225,2,-1,1,Black
2183,2272,-4,0,-1,White
2182,2156,4,2,0,Black
1769,1581,-1,-1,-1,White
2044,1945,-6,-1,0,White
1979,2030,1,-1,1,Black
2025,1879,-5,0,-1,White
1984,2020,3,1,0,Black
1622,1606,-2,-3,0,White
1398,1631,1,-1,2,Black
1715,1796,1,3,1,Black
1418,1643,-1,2,-1,White
1355,1531,0,0,3,White
1336,1199,1,-1,-2,White
1363,1211,1,-1,-1,White
1500,1330,-1,1,1,Black
2226,1907,0,1,-1,White
1522,1642,5,1,-1,Black
1533,1644,-3,3,1,Black
1662,1525,0,2,1,Draw
1501,1435,2,1,-2,White
1250,1185,-2,0,2,Black
1232,1240,2,-3,0,Black
1507,1625,1,0,1,Draw
1640,1696,-1,0,2,Black
1299,1331,-1,1,1,Black
1344,1277,1,5,0,Black
1358,1248,1,1,2,Black
1362,1347,2,2,1,Black
1301,1327,4,2,0,Black
1313,1274,1,1,-3,White
1305,1294,1,-1,0,White
1150,1298,-1,0,1,Black
1500,1578,1,-1,-1,White
1884,1842,-2,0,1,Black
1868,1873,0,-2,-1,White
1179,1868,1,3,0,Black
1626,1862,-3,-3,1,Black
1842,1845,1,-1,-1,Black
1785,1834,4,1,-1,Black
1827,1765,-1,1,1,Black
1655,1659,4,-3,-1,White
1801,1817,6,-1,-1,Black
1331,1221,1,0,1,White
1302,1298,-4,1,0,White
1252,1331,-2,-2,0,White
1294,1319,-3,0,-1,White
1228,1298,2,-1,2,Black
1979,1828,4,0,-3,White
1965,1699,1,-2,2,White
1580,1958,-1,0,1,Black
2000,1829,0,0,-1,White
1978,2001,-2,0,2,Draw
1998,2132,3,1,0,White
2121,2009,-2,0,-1,White
2002,1782,-2,2,-1,White
2005,1976,-4,2,-1,White
1983,1954,1,1,0,Draw
2056,2168,1,1,0,Draw
2142,2158,2,1,0,Black
2098,2148,2,1,1,Black
2126,2183,-1,0,1,White
1655,1618,2,0,0,Draw
1501,1536,7,1,2,Black
1953,2116,0,0,-1,White
1969,2023,2,0,1,Black
1936,1980,0,-1,-1,White
1757,1866,4,0,1,Black
1649,1784,2,0,1,Black
2003,1793,3,-2,3,Draw
1791,1774,0,-1,1,Black
1300,1273,0,2,1,Black
1287,1286,1,-1,1,Black
1885,1816,-3,4,-2,White
1762,1519,-1,-1,-1,White
2189,2341,0,-1,-1,White
2178,2119,-6,1,-1,White
2166,2136,-3,-1,-1,White
2122,2086,-1,-1,-2,White
1258,1232,0,1,-2,White
1986,1995,-3,1,-1,White
993,888,-5,0,-2,White
1760,2149,0,0,2,Black
2138,1901,-3,-2,0,White
2129,1813,-3,1,-1,White
2110,1821,-3,-2,-1,White
1825,2098,3,1,1,Black
1503,2096,1,-1,2,Black
1794,2085,1,0,2,Black
2072,1798,-2,0,-1,White
1486,1663,-3,0,-1,White
1813,1903,0,0,1,White
1922,1943,-1,1,2,Black
2426,1628,0,-2,-1,White
1500,1628,-4,0,-1,White
1878,1584,1,1,1,Black
1872,1668,3,0,-4,White
1997,1883,2,2,-2,White
1422,1898,-4,-1,2,Black
1898,1856,-1,0,-1,White
1884,1883,-1,2,-2,White
1776,1382,-3,-1,0,White
1295,1282,-3,-2,0,Black
1897,1906,2,-3,1,White
1390,1448,3,-2,-1,White
1593,1773,-2,0,-2,White
1701,2630,-2,2,1,Black
2627,2134,-1,0,-1,White
2135,2624,0,0,2,Black
2331,2615,-1,0,0,Black
2611,2137,1,-3,0,White
890,1144,3,2,0,Black
1023,904,-1,0,-2,White
996,891,0,0,0,Black
879,920,-4,1,-1,White
839,891,-5,0,-2,White
1549,1585,1,1,1,Black
1469,1638,3,-1,1,Black
1410,1664,-1,1,1,Black
1655,1588,1,-1,1,White
1497,1648,3,0,1,Black
1660,1619,-6,-1,2,Black
1671,1682,0,2,-1,Black
1441,1690,3,-1,-1,White
1691,1741,8,0,0,Black
1612,1706,-2,0,-1,White
1698,1584,-1,-2,-1,White
1247,1245,0,-1,1,Black
2007,2032,-1,2,2,Black
1968,1942,1,0,-1,White
2038,1999,1,-4,1,Black
1604,1620,2,-2,-1,Black
1797,1710,3,0,0,White
1825,1871,3,2,1,Black
1712,1812,0,1,2,Black
1650,1615,3,-2,1,Black
1630,1634,-1,0,-1,White
1611,1634,1,0,-1,White
1564,1589,2,1,1,Black
1610,1646,3,0,1,Black
1589,1513,-4,-1,-1,White
1626,1612,-2,-2,-2,White
1609,1602,1,-1,-2,White
1584,1498,-2,0,-1,White
1973,1689,-3,-2,0,White
1862,1816,-2,-2,1,Black
2026,1867,2,-1,-2,White
1904,1693,-1,-3,-1,White
1811,2449,-2,2,0,Black
2174,1790,1,0,2,Black
1791,2343,-1,-1,4,Black
1247,1422,-5,-1,-1,White
1477,1316,-5,0,-1,White
1589,1545,-3,0,-1,White
1353,1357,-4,0,0,White
1988,2170,4,0,1,Black
1885,2161,2,0,2,Black
1854,1655,6,2,0,Black
1645,1591,0,-2,-1,White
1634,1631,1,0,-2,White
1569,1624,-1,1,1,Black
1794,1607,0,-1,2,Black
1925,1499,-4,-1,0,White
1336,1528,1,0,-2,White
1588,1663,-1,-1,2,Black
1303,1377,-3,0,1,Draw
1794,1646,0,-1,0,White
1807,1752,3,4,0,Black
1808,1986,2,-1,1,Black
1618,1630,0,0,-2,White
1813,1602,0,1,1,Black
1647,1745,1,0,0,Black
1796,1680,1,2,2,Black
1929,2077,1,3,0,Black
1804,2005,-2,-1,-1,White
1780,1875,-5,0,-1,White
1739,1729,-1,0,-2,White
2023,2165,-3,2,-3,White
2134,2014,6,3,-1,Black
2003,2146,-5,0,0,White
1994,2066,-2,0,-2,White
1985,2061,-4,0,-1,White
2112,1990,-2,1,0,White
1994,2182,-5,3,-3,Black
2003,2144,3,3,-1,Black
1742,1702,-1,1,1,Black
2144,1934,2,-1,2,Black
1341,2140,-1,1,1,Black
2251,1776,3,-2,0,Black
2250,2309,3,-2,1,Draw
2251,2194,2,-3,0,Black
2245,2196,-3,0,0,White
2209,2245,-2,0,0,White
2239,2163,-1,0,-2,White
2106,2158,1,1,-2,White
2188,2275,0,-1,-1,White
2311,2278,0,0,-3,White
1636,1604,1,2,0,Black
1467,1324,-1,1,-1,White
1714,1713,-3,-2,0,White
1697,1680,-1,-1,1,White
1663,1632,-3,1,0,White
1773,1740,-2,-1,3,Black
1780,1817,3,-1,2,Black
1669,1784,-1,-2,-1,White
1782,1930,4,-5,2,Black
2330,2024,6,-4,-2,White
2006,2051,0,0,-3,White
1993,2319,5,1,0,Draw
1989,2101,-3,0,0,Draw
2093,1997,0,0,0,White
1994,2045,-2,5,-1,Black
1073,1242,-6,-2,0,White
1065,944,2,0,-3,White
952,1043,2,0,1,Black
1062,1199,-5,5,1,Black
1752,1725,-1,0,-1,White
1730,1818,0,0,1,Black
1960,1722,-1,-2,-1,White
1707,1703,-3,1,-2,White
1720,2272,1,0,2,Black
1877,1950,0,0,-1,White
1862,1940,0,-1,4,Black
1945,1949,3,3,0,Black
1939,1958,0,-2,-1,White
1878,1528,0,1,-2,White
1944,1848,1,0,-1,White
1500,2110,0,1,1,Black
2110,1577,-3,0,-1,White
1590,1500,1,0,1,Black
1655,1631,0,1,2,Black
1909,1862,-2,5,-1,White
1896,1899,-1,-1,3,Black
1906,2038,5,-1,1,Black
1661,1545,3,-4,3,Black
1699,1944,-1,-1,3,Black
1970,1803,-3,-2,0,White
2005,1956,-1,2,1,Black
1824,1942,-2,0,2,Black
1821,1767,1,-2,3,Black
1764,1736,-2,1,0,White
1394,1428,1,1,-2,Black
1489,1433,-3,0,-1,White
1895,1936,-4,1,-2,White
1696,1508,2,-2,1,Black
1498,1710,-1,-1,0,White
1655,1723,2,0,-2,White
1644,1730,2,0,0,White
1735,1965,0,2,1,Black
1378,1187,-3,3,-3,White
1145,1301,1,1,-4,White
2137,2081,-4,-1,0,Draw
1975,2129,3,2,2,Black
2117,2099,0,1,-1,White
2045,2105,2,0,1,Black
2116,2169,3,-1,0,Black
2288,2124,-5,-4,0,White
2086,2114,2,-1,3,Black
1542,1929,-3,0,-1,White
2048,1517,2,0,0,Black
2112,1493,0,0,2,Black
1927,1470,-1,3,2,Black
1776,1450,3,1,1,Black
1429,1768,-3,-1,0,White
1419,1951,-4,-1,1,Draw
1643,1400,3,-1,2,Black
1767,1715,1,0,0,Black
1234,1210,0,-2,1,White
1724,1834,0,-1,0,Black
1831,1919,-1,0,0,White
1962,1834,-4,2,-3,White
1939,1912,1,1,1,White
1940,1919,-1,1,-1,White
1913,1946,3,-2,0,White
1952,1953,-2,0,0,White
1803,1844,-1,-1,-1,White
1692,1697,1,4,-1,White
1972,2048,-1,1,1,Black
1992,2003,1,4,0,Black
1968,1982,-3,-1,2,Black
1990,1970,-4,-1,2,Draw
1979,2007,-3,1,1,Black
1922,1970,2,2,0,Black
1960,1927,-5,-1,0,White
1897,1899,-3,0,-1,White
1391,1332,-1,-1,-1,White
1840,1894,1,0,0,White
1833,1833,-3,1,-2,Black
1831,1826,3,-4,0,Black
1841,1833,1,-1,-2,White
1829,1928,0,0,1,Black
1882,1820,0,0,1,Black
1921,1825,1,1,-2,White
1940,1942,6,1,0,Black
1972,1482,1,2,0,Black
1403,1968,-4,1,2,Black
1475,1460,-1,0,-2,White
1455,1474,1,-1,-2,White
1664,1622,0,0,1,Black
1744,1908,1,0,-2,White
1929,2100,-2,1,1,Black
2090,1964,0,0,-1,White
1912,2081,3,-1,1,Black
2029,2013,-3,-1,-1,White
2126,1825,-1,0,-2,White
1774,2125,-3,-2,2,Black
2129,2191,-2,0,1,Black
2149,2122,2,1,1,Black
2117,2100,-1,1,-1,White
1789,2115,-1,1,1,Black
2120,1705,0,0,1,Draw
1601,2119,1,2,1,Black
1406,2119,5,-1,1,Black
2118,1710,0,-3,-1,White
1436,1594,-2,1,2,Black
1767,1604,0,0,-2,White
1554,1609,-3,-1,3,Black
1640,1618,-1,-1,-2,White
1450,1965,0,0,2,Black
1991,1478,0,3,-1,Black
2456,1991,-1,0,-1,White
1381,1260,3,1,1,Black
1680,1385,-3,0,-1,White
1398,1333,6,-2,-1,Black
1414,1386,2,0,0,Black
1332,1376,4,-1,1,Black
1216,1370,4,3,0,Black
1827,1924,2,2,0,Black
2208,2353,2,0,-2,White
1429,1919,-1,-1,-1,White
1919,2094,1,1,1,Black
1919,1902,1,1,1,Black
1919,2169,-1,-3,3,Black
1919,1500,2,3,0,Black
1919,1930,-1,2,1,Black
2010,1930,-6,-2,0,White
1952,1964,4,-1,1,Black
1978,1945,2,0,2,Black
1910,1921,-2,-1,-1,White
1899,1911,-3,-1,-1,White
1910,1910,7,2,-3,White
1877,1922,-1,-3,-2,White
1909,1981,-1,-1,-2,White
1976,1895,-1,1,0,Black
1655,1744,-4,1,0,White
1632,1538,0,1,1,Black
1526,1640,-2,-3,1,White
1436,1048,1,0,-1,White
1762,1737,-5,1,1,Draw
1859,1760,0,2,-1,White
1625,1759,1,2,-1,Black
1601,1991,1,2,0,Black
1967,1901,-1,-2,-1,White
1960,1818,0,0,-1,White
1868,1963,3,2,0,Black
1944,1974,-1,0,-2,White
1974,1970,2,1,2,Black
1627,1455,0,1,-2,White
1745,1462,-1,-1,0,White
1711,1431,-4,1,0,Black
1151,1344,4,1,1,Black
1430,1435,3,-1,1,Black
2297,1809,2,0,-2,White
2303,1982,0,-1,-2,Black
2179,2311,-1,-1,2,White
1664,1662,-7,0,-1,White
1481,1551,7,-3,3,Black
1975,2082,-2,0,-1,White
2073,1972,-1,-1,1,Draw
2017,1960,0,0,-1,White
1509,1495,-1,0,-2,White
1477,1503,1,-2,2,Black
1501,1482,1,-2,-1,Black
2215,2191,-3,-2,0,White
1500,2191,6,1,1,Black
2506,2191,1,3,1,Black
2191,2148,-3,-1,0,White
2176,1768,-1,-2,-1,White
1944,2162,0,1,1,Black
1605,1494,-1,0,0,Black
1447,1633,1,-2,2,White
1643,1633,-2,-1,-2,White
1680,1832,-3,1,1,Black
1668,1598,0,0,1,White
1671,1667,1,-1,0,White
1525,1529,4,0,1,Black
1420,1464,-1,0,-1,White
1368,1296,1,-2,0,Black
1508,1558,0,1,1,Black
1508,2266,1,1,1,Black
2313,1508,-3,-1,0,White
1508,1500,-5,5,0,Black
1612,1660,0,0,-2,White
1395,1433,-3,-1,0,White
1267,1307,-3,-1,-1,White
1307,1218,2,-1,0,Black
1837,1831,1,0,3,Black
1612,1699,0,0,1,Black
1565,1256,1,0,1,Black
1354,1608,3,1,1,Black
1353,1552,2,-1,1,Black
1455,1486,-3,0,-1,White
1564,1481,3,-3,2,White
1500,1659,-3,-1,-1,White
1476,1449,0,1,3,Black
2202,1973,-1,1,-1,Black
1579,2201,1,2,-1,Black
2196,1897,-1,0,-2,White
2083,2184,1,0,0,Black
2050,2173,-1,0,1,Black
2161,2046,0,-1,-1,White
1538,2160,0,2,1,Black
2105,2163,1,2,-3,Draw
2151,2000,-1,0,0,White
2148,1693,1,-2,-1,White
2415,2232,-4,-1,2,Black
1960,2216,0,-1,1,Draw
2369,2236,1,-3,0,White
2209,2330,1,-2,0,White
2386,2153,5,-1,1,Black
1547,1660,-1,2,-3,White
1654,1644,-3,-2,1,White
1924,2292,1,0,0,Black
2128,1901,-1,0,1,White
1783,2189,-2,-1,-1,White
1780,1744,-1,2,0,Black
1723,1705,2,2,0,Black
1652,1710,-6,0,0,White
1467,1662,1,0,0,Draw
1456,1456,1,2,1,Black
1467,1457,-1,0,-1,Black
1409,1458,1,2,1,Black
1448,1425,-2,-2,-1,White
1964,1914,-1,-2,-1,White
1693,1602,2,-1,0,Black
1874,1593,-1,1,1,Black
1620,1986,0,0,-1,White
1701,1603,0,-1,1,Black
1579,1956,-1,0,-3,White
1873,1879,3,0,2,Black
2000,1808,7,-1,1,Black
2052,1976,-1,0,0,Draw
1433,1572,0,0,2,Black
1731,1902,6,-2,2,Black
1752,1702,0,0,0,Black
1327,1697,0,1,1,Black
1600,1715,-1,3,-1,White
1715,1507,-1,1,-2,White
1842,1918,2,1,0,Black
1839,1910,7,0,1,Black
1921,1910,0,0,1,Black
1933,1852,1,1,0,Black
1867,1925,3,1,2,Black
1936,1897,-1,0,3,Black
1918,1856,-3,0,-2,White
1930,1865,-2,1,2,Black
1921,1871,1,-1,-1,White
1505,1515,4,-3,0,Black
1835,1733,-3,0,-1,White
1615,1638,3,3,-1,Black
1758,1622,-1,-1,-1,White
1706,1337,1,-1,2,Black
1708,1565,-3,1,-1,White
1705,1518,1,0,-2,White
1563,1701,1,0,0,Black
1699,1437,-5,2,-3,White
1568,1695,0,0,1,Black
2232,2379,-1,0,0,Draw
2121,2289,-2,0,0,White
2264,2237,0,-1,-2,White
1301,1257,-3,2,1,Black
1350,1156,1,-1,3,Black
1163,1305,-1,0,2,Black
1244,1637,4,-1,2,Black
1719,1716,3,1,0,Black
1799,1719,3,0,0,Black
1558,1713,1,1,2,Black
1558,1708,2,0,1,Black
1931,1695,1,-1,3,Black
1681,1940,-2,-1,-1,White
1409,1678,1,-1,1,Black
1667,1767,2,-1,-2,White
1769,1673,0,3,-2,White
2168,2303,-2,-2,1,White
2127,2302,-4,1,2,White
2317,2081,0,0,0,Black
2095,2312,1,0,1,Black
1723,2083,5,0,1,Black
1534,1546,3,0,2,Black
1578,1556,0,-2,-3,White
2134,1634,0,-2,4,Black
2154,1879,0,-5,0,White
2134,2220,-1,1,1,Black
1812,1548,-2,-3,-1,White
1399,1605,1,0,-1,Black
1979,1896,0,-1,2,Black
1843,2002,-5,-1,0,White
2063,2010,5,0,1,Black
1970,2087,1,0,-3,White
2077,1899,0,-1,-3,White
1885,2067,0,1,2,Black
1883,2056,2,0,2,Black
2037,2020,3,-2,-2,White
1763,2003,0,0,2,Black
1994,1902,1,0,-1,White
1983,1613,-3,0,-1,White
1927,1960,1,0,2,Black
1827,1505,0,1,2,Black
1409,1416,2,-2,2,Black
2153,2048,1,-4,0,White
2165,2283,-1,-1,0,White
2146,2107,-1,0,-1,White
1662,1448,1,-1,1,Black
1474,1692,-6,-2,-1,White
1315,1828,3,3,1,Black
1802,1582,2,0,-4,White
1785,1583,2,-2,1,White
1767,1509,-3,0,-1,White
1775,1776,-1,0,0,Black
1513,1770,2,-1,1,Black
1657,2036,-2,-2,-1,White
1657,1750,0,0,0,Draw
1500,1500,1,0,0,White
1748,1734,0,0,-1,White
1759,2079,2,-1,1,Black
1700,1734,0,2,1,Black
1709,1733,1,1,-2,White
1461,1468,0,-1,1,Black
2157,1241,-1,-1,-1,Black
1632,1750,-1,3,2,Black
1639,1786,1,3,0,Black
1616,1628,3,3,-1,Black
1631,1638,0,-1,-2,White
1745,1645,0,0,-2,White
1114,1246,-1,0,0,Black
1368,1131,1,-1,-2,White
2042,2093,-3,-1,-2,White
2035,1956,0,2,-1,White
2157,2023,5,-2,1,Black
1924,2026,3,4,-2,Black
2077,2024,0,-1,2,Black
2002,2033,2,-2,0,White
2042,2026,-1,1,0,Black
2043,1983,-4,2,0,Draw
1077,816,1,-2,-1,Black
1278,1334,2,1,0,Black
1305,1277,-3,0,2,Black
2043,2077,1,1,0,Black
2317,2013,-4,-1,2,Black
2328,1772,-4,5,1,Black
1832,1678,-2,1,-2,White
1834,2091,-1,5,-2,Black
1343,1365,-7,2,0,Draw
1425,1361,0,0,-2,White
1774,2300,4,1,1,Black
2294,2115,-4,0,-1,White
2121,2288,2,1,1,Black
2267,2268,1,2,2,Black
2263,2083,-1,-1,0,White
2089,2256,1,1,1,Black
2252,2024,0,0,1,White
2319,2261,-3,-1,-1,White
2008,2256,-2,2,1,Black
2045,2070,-3,3,-4,White
1793,1939,-1,1,1,Black
1917,1797,0,0,-1,White
1859,1867,-2,4,-4,White
1830,1854,0,0,0,Black
1833,1835,1,0,-1,White
1721,1669,-2,0,-2,White
2213,2386,1,2,1,Black
2389,2697,2,1,1,Black
2378,2446,-1,0,-1,White
2024,2384,-1,0,0,Draw
2382,2002,-1,-1,-1,White
1807,2382,0,0,4,Black
2215,2376,-1,0,1,Black
2365,2422,-1,-1,-1,White
2199,2359,1,0,1,Black
2353,2219,-1,0,-1,White
2302,2067,1,1,0,Black
1659,2049,-4,0,-1,White
1903,1659,0,0,1,Black
1639,1645,-2,0,0,White
1620,1581,-3,-3,0,White
1658,1601,2,2,0,White
2359,2387,1,0,-2,White
2393,2444,1,1,1,Black
2401,2309,2,-2,1,Black
2221,2401,-2,-1,3,Black
2405,2307,3,2,-2,White
2311,2399,-1,1,2,Black
2384,2400,-1,-1,0,Draw
2409,2287,1,1,0,Black
1532,1815,-4,2,0,Black
1550,1771,4,0,0,Black
2103,2160,2,-2,3,Black
2250,2122,-5,0,0,White
2042,2120,-3,-2,0,White
2116,1988,2,-3,-1,White
2186,2121,-5,1,0,White
1687,2016,-1,1,-2,White
1392,1442,1,0,-1,White
1305,1405,-1,-1,0,White
1872,1900,1,0,1,Black
1894,1717,-3,-2,0,White
2122,1904,-2,-3,-1,White
1860,2086,-1,-1,-1,White
1859,2107,0,-2,-1,White
1983,1934,0,-3,-2,White
1940,1925,-1,0,0,Black
1570,1636,2,1,-3,White
1493,1566,-1,0,-2,White
1292,1931,2,-3,1,White
2433,2549,1,0,1,Black
2439,2542,-3,0,3,Black
2500,2454,0,-2,-1,White
2450,2583,4,2,0,Black
2536,2457,3,-2,0,White
1312,1399,2,-1,-1,White
1839,1787,2,0,2,Black
1841,1274,1,-2,-1,White
1500,1841,1,-1,-1,White
1640,1634,-3,3,1,Black
1612,1533,-2,0,-1,White
1989,1753,-1,-1,-1,White
1843,1971,-2,-1,1,Black
1965,1640,0,-3,0,White
1883,1907,-1,1,-2,White
1684,1875,1,0,1,Black
1892,1859,-1,2,-2,Black
2054,2123,3,-2,3,Black
2166,2105,8,1,0,Black
2272,2180,4,2,1,Black
2136,2321,-2,-2,0,White
1826,1672,0,-1,-1,White
1825,1665,1,-1,2,Black
1722,1671,-2,-3,0,White
1926,1674,-3,0,-1,White
1591,1668,5,-1,1,Black
1673,1736,1,2,0,Black
1978,2002,-1,1,1,Black
1968,1994,0,3,1,Black
2003,1757,-4,1,2,Black
2058,2011,-1,4,-4,White
2001,2010,-4,1,-1,White
2009,2038,-1,0,2,Black
1960,2020,-6,-1,-1,White
2014,1875,-2,0,-1,White
1933,2016,-1,-4,3,Draw
2028,1958,0,-5,4,Black
1714,1967,3,2,0,Black
2020,1717,0,0,-2,White
1839,1804,-5,-2,1,White
1763,1557,2,4,-1,Black
1622,1570,-6,0,-1,White
2097,2418,-2,0,-1,White
2426,2308,4,0,0,Black
1784,2152,0,2,0,Black
2153,2567,-1,0,1,Black
1960,2153,-2,1,-1,Draw
1771,2146,5,1,-6,White
2225,1480,-3,-2,-1,White
2225,2161,1,-2,-1,White
2225,1850,0,-3,-1,White
1863,2225,2,5,-3,White
1480,2225,4,0,0,White
2225,1629,3,2,1,Black
1773,1790,-1,-1,-1,White
1188,1200,-1,1,1,Black
2111,1974,-1,-3,-1,White
1977,2318,3,0,1,Black
2100,2029,3,-2,-1,Draw
2089,2032,2,0,1,Black
2056,2040,2,-1,1,White
1980,2032,2,1,1,Black
1862,1944,-1,1,1,Black
2321,2030,-1,-2,0,White
2034,2317,2,-1,1,Black
2303,2346,0,0,-2,White
2293,2188,-2,0,-2,White
2190,2284,3,1,1,Black
2273,2199,-4,0,-1,White
1586,1594,3,3,1,Black
2223,1977,-1,0,0,White
2209,2113,7,-3,-2,White
1874,1987,1,1,1,Black
1933,1886,-3,1,-2,White
1872,1570,-2,-2,0,White
1898,1561,6,0,0,Black
1551,1500,-2,1,-1,White
1357,1708,-1,1,0,Black
1490,1346,-3,0,-2,White
2073,1256,0,2,0,Black
1120,1943,-5,0,-1,White
2042,1120,-1,0,0,White
1663,1029,2,0,2,Black
1046,1096,-1,-1,-1,White
2096,2122,-2,3,1,Black
1797,1562,2,-1,-2,White
1883,1806,-2,-2,0,White
1709,1774,0,1,1,Black
2271,1763,-1,3,-3,White
1303,1356,-2,-1,0,White
1818,1944,0,-1,-2,White
1868,1936,1,1,-2,Black
1840,1841,-3,0,-1,White
1892,1860,-4,-1,-1,White
1894,1648,-2,0,-1,White
1557,1887,4,0,0,Black
1881,1507,6,1,-3,White
1432,1877,2,1,1,Black
1873,1396,-1,-1,0,White
1465,1868,-2,0,2,Black
1563,1858,0,0,2,Black
1648,1842,0,2,0,Black
1614,1826,3,0,1,Black
1799,1696,-2,1,-2,White
1887,2172,3,-1,0,White
2167,1934,0,0,0,White
2166,1549,-3,0,-1,White
1551,2165,5,1,0,Black
2162,1698,-2,0,-1,White
2129,2150,3,0,0,Black
2137,2140,0,-1,-1,White
1950,2130,2,0,1,Black
1711,1803,4,-1,2,Black
1622,1618,-1,-1,3,Black
1622,2006,5,1,0,Black
1612,1575,-4,0,-2,White
1885,1866,-1,0,-2,White
1993,2144,-5,1,-3,White
1755,1780,0,-1,-2,White
1470,1515,-1,-2,1,Draw
1732,1567,-1,3,-1,Black
1604,1564,-2,2,0,Black
1557,1611,0,1,-3,White
1616,1666,0,0,0,Black
1751,1278,0,-1,-1,White
1291,1805,2,0,2,Black
1709,1739,4,0,-2,White
1190,1221,2,0,2,Black
1998,1962,4,0,1,Black
1970,1910,-6,-2,1,White
2009,1830,0,0,-2,White
1972,1392,-2,0,-1,White
1738,1727,-2,2,0,Black
1726,2040,-1,1,-1,White
2040,1831,1,-1,1,Black
1788,2040,-5,-1,2,White
1574,2040,4,-3,-1,White
2029,1954,-2,-2,1,Black
1968,1938,4,1,1,Black
1930,1922,-2,0,-4,White
1921,1778,2,3,-1,Black
1785,1783,0,1,1,Black
1791,1889,0,3,1,Black
1785,1797,2,3,-1,Black
1778,1821,-2,-5,1,White
1318,1392,-5,-1,0,White
1300,1045,-2,-2,3,White
1472,1340,-1,-1,-1,White
1329,1303,0,0,-1,White
1630,1759,4,4,0,Black
1351,1425,4,0,2,Black
1935,1758,-1,0,-1,White
2659,2789,0,-1,-2,Black
2782,2565,2,0,-2,White
2543,2777,0,0,1,Black
2614,2769,2,0,1,Black
2622,2774,0,0,0,Draw
2792,2679,2,3,0,Black
2785,2578,0,1,-2,White
2779,2553,-2,-2,0,White
2635,2785,0,0,0,Draw
2632,2775,-2,1,2,Black
966,1017,1,0,-1,Black
1071,988,-2,0,1,White
1094,1071,-1,2,-1,White
2082,2144,-2,-1,-1,White
2061,2173,-2,-2,2,White
2014,1915,-4,3,-3,White
1931,2003,-2,-1,0,Black
1975,1968,1,-1,1,Black
1112,1144,2,2,1,Black
1044,1071,-3,0,1,Black
2351,2015,-1,1,-1,White
2440,2007,-8,1,-1,White
2004,2112,5,1,-3,Draw
2010,2214,1,0,1,Black
2309,2013,-3,-1,-2,White
2237,2019,-3,0,0,White
2004,2108,-2,1,-4,White
1413,1487,2,1,-3,White
2191,2140,-4,1,-2,White
2146,2152,1,3,0,Black
2188,2144,-2,0,-3,White
