White Rating,Black Rating,accdiff,misdiff,blundiff,Winner
1175,1560,1,-2,3,Black
1556,1111,-1,0,-2,White
1540,1445,1,-1,-1,White
1519,1479,1,2,-3,White
1494,1496,-3,0,-1,White
1497,1954,3,0,0,Black
1356,1490,-2,-1,-1,White
2182,2232,0,-1,-1,Draw
2132,2144,1,1,1,Black
1868,1778,-1,-2,-2,White
1895,1841,1,2,0,Black
1817,1816,-1,-1,0,Black
1618,1529,-3,-4,1,White
2150,2045,1,1,0,Black
2092,1868,-1,0,-1,Black
2090,1765,-1,1,-2,White
2095,1816,-5,0,0,White
2089,1882,-2,0,-1,White
2082,2099,-3,0,-1,White
2077,1859,-4,2,-3,White
2163,2226,1,-1,2,Black
2153,2027,-4,-1,-1,White
2139,2106,0,0,2,White
2142,2084,-3,2,1,Draw
2055,2129,1,2,1,Black
2113,2103,1,0,-3,White
2113,2113,-3,-1,-2,White
2086,2096,0,1,2,Black
2085,1945,-1,0,-1,White
1968,2071,0,-1,3,Black
2393,2224,-4,2,-1,White
2376,2303,0,-1,-1,White
2281,2383,0,0,-2,White
2165,2392,-2,-1,-1,White
1866,2035,4,1,1,Black
2004,1869,1,1,-2,White
1549,1879,-2,0,-2,White
1157,1127,-1,-1,0,White
1132,1235,-1,1,2,Black
1139,1149,-2,1,-1,White
1822,1810,-1,2,-1,White
1811,1690,0,1,1,Black
2094,2071,-4,2,0,White
2078,2074,1,1,-1,Black
2071,2077,-6,3,-2,White
2091,2071,2,-1,-1,White
2080,2057,4,2,1,Black
2195,2077,-1,-1,1,Draw
1799,2193,1,0,0,Black
2193,1799,-2,-2,0,White
1799,2193,0,0,1,Black
1799,1910,1,0,3,Black
1829,1785,4,0,0,Black
2093,2149,-1,1,1,Black
1208,1361,0,1,2,Black
1229,897,-2,0,-1,White
1643,1668,-1,2,2,Black
1667,1669,1,-1,-1,White
1579,1670,3,-1,-3,Draw
1660,1639,-2,0,-2,White
1281,1331,2,0,2,White
1830,1975,-1,0,-1,White
1512,1506,-1,1,0,White
1531,1599,2,1,2,Black
1508,1520,8,3,-1,Black
2312,2261,-2,2,-1,White
2350,2260,3,0,-1,Draw
2268,2608,0,0,0,Black
2300,2261,1,0,1,Black
2016,2065,-3,1,-1,White
1772,2308,3,2,1,Black
1500,1772,-2,0,-2,White
1659,1772,-2,-1,0,White
1659,1772,-1,-1,-1,White
1918,1981,0,3,-3,White
1907,1891,-4,1,1,Black
1595,1617,2,3,1,Black
1434,1619,1,-1,3,Black
1965,1716,-4,0,-1,White
1710,2022,4,2,0,Black
1710,1815,-5,0,3,White
1842,1710,-1,1,0,Black
1710,1134,2,-2,1,Black
1740,1723,-3,1,-1,White
1760,1740,0,0,-1,White
1767,1745,1,-1,-1,White
1953,1928,-1,-1,-1,White
1845,1923,-1,0,1,Black
1917,1885,-2,-2,-1,White
2040,2095,0,-2,-1,White
2121,1803,3,0,1,Black
1763,2070,1,1,1,Black
1920,1746,-1,0,0,White
1746,1730,0,3,0,Black
1746,1469,-2,-1,-1,White
1298,1315,0,0,2,Black
2069,1970,1,0,-1,Black
2031,1926,2,0,1,Black
1965,1942,-2,-2,2,White
2146,1949,-1,-1,2,Black
1936,2034,1,-1,-1,White
1653,1370,-3,0,0,White
1672,1727,6,0,1,Black
1670,1744,-2,0,1,Draw
1679,1695,4,0,0,Black
1380,1500,0,1,1,Black
1386,1585,1,-4,1,Black
1533,1538,0,-2,0,White
1366,1417,2,-2,0,Black
1952,1933,4,-2,1,Black
2148,2059,4,-1,0,Draw
2134,2202,4,2,0,Black
2373,2145,0,0,-1,White
2112,2280,0,1,2,Black
2130,2124,-3,-1,-1,White
2131,2250,1,2,1,Black
2099,1964,-3,0,-1,White
1709,1863,2,-1,2,Black
1925,1888,-4,0,0,Draw
1814,1695,-3,-1,0,White
1808,1836,-3,0,-2,White
1767,1814,3,-2,2,White
1809,1765,1,-2,-1,White
1741,1804,0,0,2,Black
1792,1810,0,2,-2,White
1699,1790,0,-1,4,Black
1406,1416,1,-1,0,White
1241,1399,0,1,-2,White
1805,1787,-3,-2,0,White
1854,1955,0,0,-1,Draw
994,1260,1,0,2,Black
1457,1517,0,3,0,Black
1239,1345,-2,2,-2,White
1337,1248,-1,0,-3,White
1256,1353,4,-1,1,Black
1260,1260,4,2,-3,White
1274,1619,2,1,1,Black
2234,2145,2,-4,3,Black
2153,2116,1,-1,1,Black
1663,1615,2,0,-1,White
1615,1634,-2,-2,-2,White
1934,1922,1,0,-2,White
1902,2019,-2,-1,-1,White
1923,1847,2,1,1,Black
1810,1847,4,0,0,Black
1733,1825,2,0,3,Black
2146,2122,0,1,-1,White
1930,2041,-3,1,1,Black
1938,1946,5,-2,2,Black
2160,2121,-2,-4,2,White
2231,2462,3,0,0,Black
2459,1949,-2,-1,0,White
2261,2476,0,0,0,Draw
2170,2465,3,0,2,Black
2473,2292,0,0,0,Draw
1480,1671,1,-3,1,White
1446,1759,1,-1,-1,White
1613,1423,2,-3,1,Black
2068,1797,-3,1,-2,White
2353,2032,0,0,1,Black
1959,1994,-2,-2,1,White
1704,1957,-3,0,0,White
1709,1639,3,0,1,White
1700,1892,-5,0,0,White
1397,1446,-3,0,0,White
1467,942,0,0,-1,Black
2212,2231,0,1,0,White
2194,2240,-1,0,0,White
2426,2178,0,0,0,White
2196,2420,4,1,0,Black
2413,2219,-2,-1,0,White
2247,2405,5,1,0,Black
2188,2211,0,0,-2,White
2201,2106,0,-1,0,Black
2360,2141,-1,0,-1,White
1374,1367,0,1,2,Black
1428,1354,1,0,1,Black
1524,1360,1,-1,0,White
1370,1407,-4,2,0,Black
1368,1409,-1,-1,1,White
1356,1357,3,1,1,Black
1338,1369,-2,-1,-1,White
1374,1199,-5,2,3,Draw
1907,1902,-4,0,-1,White
2026,1906,0,0,-1,White
1910,2022,0,2,0,Black
1369,1387,-3,-3,4,Black
1330,1400,-5,-4,0,White
1324,1243,0,2,-1,White
1345,1330,-2,-1,-1,White
1614,1471,-2,-2,-2,White
1500,1490,-4,2,2,Black
1417,1387,0,-1,-1,White
1999,1995,-1,0,0,Black
1987,1936,-1,1,0,Draw
1917,1970,-2,-1,0,White
2070,1786,-7,-4,0,White
1791,1805,-1,-2,-1,White
1745,1785,2,4,-1,Black
1779,1758,-4,-2,1,White
1773,1779,0,-1,-1,White
1718,1780,1,-2,-1,White
1747,1786,2,-1,-1,White
1779,1806,-3,-2,0,White
1777,1779,-1,0,1,Draw
1772,1811,4,-2,1,White
1724,1779,-1,3,-2,White
2154,1497,2,0,1,Black
1500,2154,-6,0,0,White
1334,1563,2,-1,3,Black
929,825,-1,-1,2,Black
943,965,2,4,-4,White
1274,1303,3,-2,1,Black
1402,1324,-1,-2,-1,White
1495,1389,-2,-1,-1,White
1719,1824,1,0,3,Black
1698,1946,-4,-2,0,White
1770,1718,1,-1,-1,Draw
1763,1611,-3,0,-1,White
1825,1978,1,4,-3,Draw
1834,1897,0,2,2,Black
1977,1812,0,-1,-2,White
1805,1673,0,3,-2,White
2116,1956,-2,1,-1,Draw
2078,2114,1,0,3,Black
1973,1902,-3,1,1,Black
1887,1986,-1,0,-1,White
1562,1820,3,1,1,Black
1802,1988,-2,-1,-1,White
1997,1783,6,2,0,Black
1764,1983,-2,-1,0,White
1753,1708,-1,-2,-1,White
1733,2016,3,0,-3,White
1056,1368,1,0,2,Black
1392,1500,1,-1,-2,White
1829,1913,-2,-1,-1,White
1873,1816,1,1,0,Black
1804,1806,0,-1,-1,White
1865,1790,2,1,1,Black
1880,1774,0,0,2,Black
1754,2041,-1,-1,-1,White
1744,1698,-1,-1,-1,White
1731,1759,-3,-3,0,White
2084,2107,0,-2,0,White
2097,1137,-3,0,2,Black
2021,1984,-1,1,-2,White
1661,1699,-2,2,1,Black
1684,1653,0,0,3,Black
1472,1607,2,0,3,Black
1429,1399,0,1,1,Black
1908,1988,-2,-1,1,White
1910,1974,-1,-1,-3,White
2097,2094,0,3,-3,White
2092,2118,-2,3,2,Black
2029,2082,2,2,-1,Black
1976,1653,3,-1,1,Black
1955,1920,-2,-2,0,White
1942,1782,0,0,-3,White
1938,1792,-2,-1,-2,White
1934,1712,-3,-1,-1,White
1649,1635,-7,2,1,Black
1713,1637,4,2,-1,Black
1658,1618,0,-1,0,Black
1613,1594,-1,-1,-1,White
1868,1990,-1,-1,-2,White
1765,1775,6,1,-1,Black
1758,1776,-1,-4,0,White
1786,1804,-2,-1,1,Black
1840,1784,1,2,-2,Draw
1775,1806,6,-1,-1,White
1828,1805,-1,2,-1,Draw
1796,1738,-3,0,4,White
1803,1785,0,0,1,Black
1611,1707,2,2,-1,Draw
1699,1726,-3,-4,0,White
1417,2097,0,-1,3,Black
1929,2131,-4,-1,1,White
1758,1929,0,0,2,Black
1922,1764,-7,-1,0,White
1771,1915,0,1,1,Black
1908,1777,-3,-1,-1,White
1905,1940,-7,0,0,White
1920,1893,1,-1,1,Black
1884,1811,-2,1,-2,White
1896,1811,-5,1,1,Black
1465,1472,1,0,2,Black
1514,1252,-6,0,-1,White
1482,1485,-7,0,-1,White
2078,1720,-6,1,2,Black
1734,1833,-3,1,3,Black
1874,1705,0,0,1,Black
2121,1710,-3,-1,0,White
2135,1911,3,-3,0,White
1663,1957,-1,1,3,Black
1626,2044,1,2,0,Black
1509,1491,3,0,-2,White
2267,2265,-2,-1,0,White
2258,2186,-4,-2,0,White
2251,2075,-3,-2,0,White
2077,2269,0,-2,-1,White
2249,2299,-3,-1,-2,White
2302,2183,-2,1,-2,White
2182,2290,0,0,1,Black
1470,1542,2,3,1,Black
1745,1619,-1,0,-1,White
1964,1996,-3,0,-1,White
1984,1958,-1,2,2,Black
1888,1907,-1,-1,1,Black
1899,1893,5,0,0,White
1770,1577,3,-1,0,Draw
2035,2136,3,0,1,Black
1911,2155,0,0,0,White
2163,1852,0,2,-1,Draw
1857,2160,4,2,1,Black
2021,2154,2,1,1,Black
2190,2175,-2,0,-1,White
1749,2053,0,2,1,Black
1551,1572,0,-3,0,White
1580,1580,-1,0,1,Black
1909,1794,2,-3,-1,White
1948,1929,0,1,-2,White
1936,1942,0,-4,0,White
1714,1662,2,-2,-1,White
1714,1214,2,-1,1,Draw
1714,1815,1,-3,-1,Draw
1732,1714,-2,-2,0,White
1526,1539,-4,0,3,Black
1525,1522,2,2,0,Black
2166,2176,-1,1,1,Black
1771,2174,6,0,0,Black
1863,2166,2,0,2,Black
2165,1542,1,0,-2,White
1968,2159,-4,0,3,Black
2202,2145,1,0,3,Black
1497,1539,1,1,1,Black
1628,2378,-3,1,2,Black
1369,1382,3,-1,-1,White
1392,1391,2,0,1,Black
1369,1382,-4,0,2,Black
1373,1369,-6,-1,-1,White
1753,1831,2,2,1,Black
1519,1777,6,-1,1,Black
2161,2077,-2,-1,1,Black
2203,2069,0,-2,-1,White
2185,2151,3,1,0,Black
2137,2130,-1,0,-2,White
2115,2160,-2,-1,-1,White
2071,2121,-2,0,1,Black
1296,2687,-1,3,1,Black
1761,2687,-1,1,1,Black
2689,2618,5,-2,-2,Draw
2623,2682,-1,1,1,Black
2683,2622,-1,3,0,Draw
2614,2693,5,0,-3,White
2686,2619,-1,-2,-2,White
2609,2697,0,-1,-1,White
2689,2697,-2,1,0,Draw
2688,2696,-2,1,-2,White
1742,1737,-1,0,-1,White
2230,2300,-4,-1,0,White
2323,2214,0,0,0,Black
2214,2220,-1,1,-2,White
2231,2248,-3,0,1,Black
1556,1606,1,-3,-1,White
1606,1660,2,-3,3,Black
2007,2034,0,-1,-1,White
1150,1190,4,2,1,Black
1641,1710,0,0,1,Black
1545,1688,-1,-1,-1,White
1278,1406,-3,-2,1,White
1935,2147,0,-1,1,Draw
1869,2155,-2,-2,1,Draw
1906,2127,3,1,1,Black
1757,2122,2,1,1,Black
1316,1214,2,-3,0,Black
1210,1165,0,-1,-1,White
1092,1193,-3,0,0,White
1418,1729,4,0,-2,Black
1699,1741,-2,2,1,White
1601,1725,-1,0,0,Black
1778,1636,0,1,-1,White
1948,1853,1,0,-2,White
1884,1961,1,-1,-2,White
1907,1974,-1,-4,-1,White
1814,1967,2,2,-1,Black
1964,2059,0,0,0,Draw
1885,1967,1,-1,1,Draw
1967,1967,0,0,0,Draw
1843,1992,0,-1,-2,White
1844,1962,1,1,-1,Black
1948,1838,0,0,-1,White
998,1318,1,2,0,Black
2173,1915,-3,-2,-1,White
2085,2162,3,1,1,Black
2093,2179,-3,-1,-1,White
2175,1828,-3,0,-2,White
1899,2198,1,1,-1,White
1691,2206,0,1,0,Draw
2213,2209,0,-1,-1,White
2199,2194,-4,-2,2,White
2305,2185,-3,-1,3,Black
2189,2452,3,0,1,Black
2178,2155,-4,1,0,White
2178,2195,1,-1,1,Black
2345,2174,0,-3,-2,White
2042,1679,-5,1,0,White
1718,1761,-4,0,0,White
1500,1500,1,0,1,Black
1438,1500,2,0,1,Black
1219,1610,2,1,1,Black
1610,1219,-1,2,1,Black
1610,1569,-2,-2,-1,White
1855,1610,1,-1,-1,White
1569,1610,-5,-1,0,Black
1438,1610,1,-1,1,Black
1610,2043,-1,-1,0,Draw
1610,1614,1,-3,-1,White
1530,1601,5,0,0,Black
1639,1589,1,0,1,Black
1556,1348,-1,0,0,White
1260,1315,2,-1,2,Black
1396,1313,2,-1,-1,White
1805,1724,0,-1,2,Draw
1635,1622,1,0,1,Black
1631,1464,-2,3,0,Draw
1934,1829,3,0,-1,Draw
1678,1929,4,0,2,Black
1924,1714,-3,-2,0,White
1934,1913,-3,1,2,Black
1873,1197,1,-3,1,White
1777,1806,0,1,-1,White
1902,1911,-1,0,-2,White
1608,1934,7,1,0,Black
1923,1889,-3,0,0,White
1940,1806,2,0,2,Black
1845,1930,5,1,1,Black
1322,1347,2,0,3,Black
1269,1204,-2,0,-1,White
2042,1831,-1,-2,-1,White
1677,1720,-1,-1,-1,White
1722,1728,-1,1,-2,White
2438,1836,-2,-1,-1,White
2584,2445,2,-1,0,White
2454,2574,0,-1,2,Black
2414,2589,-5,0,-1,White
2580,2421,-1,0,0,White
2402,2603,-7,0,2,White
2412,2288,2,1,1,Black
2409,2056,1,0,1,White
1742,1738,2,1,1,White
1704,1796,2,1,-1,Draw
1896,1842,5,1,1,Black
1840,1390,-1,-1,-1,White
1832,1696,-7,1,0,White
1437,1830,0,2,1,Black
1841,1737,0,-1,-1,White
1559,1542,4,-1,1,White
1561,1623,-1,3,1,Black
1527,1477,-1,-1,-1,White
1553,1557,-1,1,-1,Draw
1543,1559,0,0,-1,White
1534,1518,0,0,1,White
1541,1543,0,1,-2,White
1552,1533,1,0,1,Black
1541,1567,3,0,0,Black
1233,1237,3,1,0,Black
1607,1568,-3,-1,-1,White
1603,1593,3,-1,2,Black
1577,1523,-1,-1,-2,White
1606,1635,7,-2,2,Black
2170,2101,1,0,-1,White
2369,2142,3,2,1,Black
2133,1933,1,-3,0,White
2027,2120,3,1,0,Black
2093,2250,0,2,0,White
2097,2033,2,-2,0,Draw
1965,2124,-1,0,-1,White
1737,2120,-3,0,3,Black
2101,2115,-3,2,-1,White
1991,2125,1,1,-1,White
1612,1569,1,1,1,Black
1700,1649,-2,-1,0,Black
1830,1880,2,0,1,Black
1825,1831,3,0,0,Black
1840,1818,-2,0,0,Black
1805,1797,-1,-1,1,White
1865,1781,1,3,-4,White
1950,1870,0,0,1,White
2053,1876,0,-2,0,White
2207,2169,3,-1,0,Draw
2217,2218,-1,-1,-2,White
2157,2231,-4,-1,-1,White
2326,2214,3,1,2,Black
2230,2185,2,0,2,Black
1475,2230,3,-1,1,Black
1612,1601,0,4,1,Black
1654,1718,1,0,1,Black
1230,1239,-2,1,2,Black
1673,1660,1,0,-1,White
1699,1678,-1,2,-1,White
1820,1793,0,0,1,Black
1829,1881,3,-2,2,Black
1833,2134,0,1,2,Black
1844,1833,2,-3,2,Black
1846,1817,1,-1,1,Black
1842,1891,-1,-4,-1,White
1619,1935,0,-1,2,Black
1923,1596,0,-1,-2,White
1908,1206,-2,-1,-1,White
1157,1972,1,0,0,White
1807,1953,4,1,1,Black
1244,1074,-1,-1,-1,White
1245,1266,-3,-1,1,Black
1245,1232,1,-1,2,Black
1945,1974,4,0,1,Black
1961,1955,-1,-2,-2,White
1966,1947,1,0,1,Black
1962,1955,0,-1,-1,White
1623,1657,-1,0,1,Black
1761,1821,-1,-3,-2,White
1828,1796,1,2,-2,White
1840,1792,0,-1,-1,White
1803,1786,3,1,0,Black
1276,1232,5,-1,2,White
1223,1134,-1,-1,-1,White
1246,1030,-1,0,2,Black
2117,2079,0,0,-1,White
2126,2080,0,-2,3,Black
2096,2118,0,4,0,Black
2115,2126,-2,-1,-1,White
2135,2132,-1,0,2,Black
2293,2140,-1,0,-1,White
2149,2170,2,-1,2,Black
1859,1797,4,2,-1,Black
1442,1984,-4,1,-1,Black
1899,2002,0,-1,-1,White
1315,1331,-2,2,-1,Black
1471,1446,-2,-2,-1,White
1914,1767,0,-1,-1,White
2004,1901,1,0,2,Black
2007,1866,3,3,0,Black
1858,1740,-2,0,-2,White
2107,1839,-1,1,-1,Black
1764,1826,3,1,1,Black
2002,1770,1,-2,-1,White
2017,1928,3,0,-1,Black
1426,1441,0,1,2,Black
1404,1431,2,0,2,Black
1467,1410,-3,2,0,White
1848,1866,3,3,0,Black
1866,1898,-1,-1,0,Draw
1866,2092,3,1,1,Black
1810,1866,-3,-1,-1,White
1866,1810,0,-3,0,White
1810,1866,0,1,1,Black
1424,1415,-2,-1,0,White
1406,1368,3,-1,-1,White
1479,1413,0,1,-1,White
1411,1421,3,0,1,Black
2052,2028,4,1,0,Black
2103,1822,-3,-1,0,White
2074,2013,-1,-1,0,White
1524,1470,2,1,0,Black
1549,1463,0,0,1,White
1590,1547,-3,-2,0,Black
1489,1536,-2,4,-3,Black
1522,1519,7,0,-4,White
1870,1959,-5,1,-1,White
1924,1886,2,-1,-2,White
1274,1365,3,-1,-2,White
1374,1380,6,-1,2,Black
1440,1395,-1,-3,1,White
1567,1582,-1,0,2,Black
1583,1553,-7,1,-2,White
1523,1574,-3,1,-2,Black
1553,1570,-2,-1,-1,White
1748,1734,3,0,1,Black
1793,1886,2,-1,2,Black
2047,1107,-3,-3,-1,White
1877,2047,1,1,1,Black
2047,1500,-3,-1,-1,White
1916,2038,0,2,1,Black
2036,1591,0,-1,-1,White
2059,1637,-1,-1,3,Black
2111,2045,2,2,1,Black
2124,1973,-3,-1,2,Black
2037,1818,-6,-1,1,White
1846,2134,0,2,0,Black
2132,1853,-2,2,0,White
1866,2001,0,-1,2,Black
1924,1884,-1,-5,-2,White
2170,1889,-2,-1,-1,White
1894,2166,1,0,1,Black
1900,2109,-4,2,1,Black
1787,1296,1,1,-2,White
1787,1500,-1,0,0,Black
1502,1830,0,0,0,White
1927,2434,-3,0,-1,White
1807,1853,1,0,1,Black
1802,1584,1,0,-1,White
1658,1662,-3,1,1,Black
1163,1211,1,0,0,Black
1714,1705,3,1,0,White
1780,1705,2,-2,1,Draw
1707,1766,2,-2,1,Black
2061,1423,-3,-1,2,Black
1970,2113,-2,2,-4,White
1915,2177,-1,0,-1,White
2170,1733,0,-2,-1,White
1607,2164,-2,1,2,Black
2161,1399,-6,1,-2,White
2131,2108,2,0,2,Black
1004,1453,2,0,2,Black
1274,982,-1,0,1,Black
1055,965,1,-4,0,White
1655,1201,0,0,-2,White
1552,1644,4,-1,1,Black
1639,1680,0,-1,0,White
2097,2136,6,-3,1,Draw
1980,2060,1,0,1,Black
2027,2022,-2,2,2,Black
1736,1678,4,1,2,Black
1672,1742,2,1,1,Black
2077,2085,-2,2,2,Black
2069,2086,-1,-2,-1,White
1762,2064,0,0,1,Black
2038,1699,3,4,-3,White
1715,1700,-4,-2,2,Black
1740,1380,5,0,2,Black
1740,1432,1,-2,-2,White
1067,1096,-3,1,-1,White
1995,2023,0,-2,2,White
1983,1959,1,0,-1,White
1817,1943,1,-1,-2,White
2038,1734,3,0,1,Black
1724,1614,-2,0,0,White
2184,1726,5,0,1,White
1831,1726,3,1,1,Black
1716,1689,-3,0,-1,White
1712,1985,0,0,0,Black
1741,1717,1,-2,1,White
1050,1757,3,-3,-2,White
2208,1922,3,1,1,Black
2217,2083,0,3,0,Black
1979,2212,-2,-1,2,Black
2076,2144,0,-1,2,Black
2139,2081,-1,4,-4,White
2013,2127,-2,4,-1,White
2020,2099,7,1,-1,Black
1990,2031,-1,0,3,Black
2042,1712,-1,-2,3,Black
1749,1702,4,2,0,Draw
1857,1737,0,1,-3,White
1776,1736,1,-1,-1,Draw
1340,1363,-2,1,-1,Black
1832,1848,0,0,-2,White
1709,1711,5,0,0,Black
1676,1715,2,-3,1,White
1643,1412,4,0,1,Black
1777,1747,4,2,0,Black
2181,1787,-4,1,0,White
1688,2155,2,-3,-2,White
1660,1724,0,0,-2,White
1830,1737,0,1,-2,White
1753,1772,1,0,1,Black
1396,1131,-3,1,-1,White
1931,1884,2,2,1,Black
1500,1219,1,1,-3,White
1951,1880,1,0,1,Black
1383,1888,2,2,1,Black
1469,1400,4,0,-2,White
1235,1394,-2,3,1,Black
1740,1894,7,1,1,Black
1871,1750,5,-1,1,Black
1862,1788,0,0,-4,White
1889,1886,4,-1,1,Black
1973,1895,-1,2,-1,White
1890,1909,-1,-1,-3,White
1880,1878,7,1,0,Black
1793,1893,-2,-2,0,White
1892,1936,0,1,0,Black
1616,1600,2,1,1,Black
1595,1643,-2,-1,0,Black
1627,1583,1,0,1,Black
1569,1676,-6,-1,0,White
1663,1584,3,-1,0,White
1548,1608,-1,-1,-1,White
1542,1527,4,1,0,Black
1741,1768,-4,-2,0,White
2006,1772,5,0,0,White
1773,1750,3,-5,2,Draw
1795,1783,-2,-3,0,White
1796,1733,1,-1,2,Black
1719,1809,-6,3,-1,White
1810,1809,1,-2,1,Draw
1798,1790,-3,1,-2,White
1805,1953,0,1,1,Black
1165,1804,6,0,2,Black
2104,2094,2,1,-3,White
2087,2109,-1,-2,2,White
2100,2097,-2,3,1,Black
2123,2099,-1,0,-1,White
2092,2182,2,-1,-3,White
2157,2096,2,0,-2,White
2100,2256,-2,2,1,Black
2132,2068,1,0,-1,White
2176,2191,-1,0,-1,White
2109,2193,0,0,0,Draw
2176,2127,-4,-1,-1,White
2049,2167,1,3,1,Black
2052,2181,1,1,2,Black
2188,2015,0,0,-1,White
2179,2224,1,1,1,Black
2102,2195,-1,2,-1,White
1511,1481,3,-1,2,Black
1494,1465,-2,1,-3,White
1505,1542,3,2,1,Black
1496,1421,0,-3,-1,White
1485,1481,1,-4,-1,White
1498,1433,1,1,1,Black
1487,1476,-1,-3,0,White
1492,1709,-1,1,0,Black
1508,1335,0,-4,2,Black
1519,1547,-1,-1,1,Black
1862,1709,1,0,0,Draw
1637,1557,-2,2,1,Black
1837,1674,-3,1,0,Black
2062,2159,-2,0,1,Black
2500,2000,-1,-1,-1,White
1324,1272,-3,1,0,White
1282,1310,4,1,2,Black
1500,1555,-1,0,-1,White
1559,1537,-3,-1,2,Black
1519,1571,-5,-1,-2,White
1524,1427,-3,0,0,White
1516,1419,-5,0,-2,White
1880,1932,1,-2,0,White
1888,2107,-1,0,-3,White
1890,1616,1,1,-1,Black
1642,1772,-4,-2,0,White
1646,1798,0,1,4,Black
1342,1416,-1,-3,0,White
1677,1658,0,-1,-1,White
1860,1892,2,0,-2,White
1811,1907,1,-1,-1,White
1608,1608,0,0,3,Black
1735,1801,4,1,0,Black
1753,1780,-2,1,1,Black
1928,1994,2,-1,-1,White
1602,1994,-1,1,-2,White
1815,1686,4,-3,2,Black
1500,1841,7,1,0,Black
1839,1375,-1,1,-1,White
1834,1525,1,-1,-1,White
1441,1831,2,0,2,Black
1561,1059,-1,3,1,Black
1333,1264,3,-1,1,Black
1390,1291,-1,0,-1,Black
1354,1368,-2,-2,0,White
1719,1707,-2,-1,-1,Black
1829,1921,4,1,-1,Black
2016,1797,1,-1,2,Black
1762,1951,4,-1,-3,White
2088,1730,-5,-1,1,Black
1735,2136,3,0,1,Black
1290,1267,-1,4,-1,Black
2113,1656,0,3,1,Black
2139,2155,2,2,0,Black
2217,2146,1,3,-4,White
2112,2137,0,-1,1,Black
2147,2120,2,0,2,Black
1768,2222,1,-1,3,Black
2179,2176,-1,0,-1,White
1329,1335,-2,-2,-1,Black
1209,1322,6,0,1,Black
1350,1354,2,1,-2,White
2035,1569,-2,-2,-1,White
1575,1789,3,-1,1,Black
1496,1801,3,1,0,Black
1580,1352,2,0,-2,Black
1580,2089,3,0,1,Black
1397,1404,4,2,1,Black
1500,1500,5,0,1,Black
2222,2277,-1,-1,1,White
1868,2223,1,-2,-2,White
2229,2155,3,-1,2,Black
2235,2139,7,0,0,Black
1474,1500,-5,2,-2,White
1404,1459,-2,0,0,White
1467,1382,4,0,1,Black
1439,1481,-2,0,0,White
1421,1593,1,-1,3,Black
1918,1911,0,1,1,Black
1425,1327,0,1,2,Black
2221,1805,3,0,1,Black
1809,1904,-2,2,1,Black
1344,1427,1,3,0,Black
2048,2204,2,1,1,Draw
2029,1881,2,1,0,White
2119,2035,-2,0,2,Black
1426,1443,2,0,0,Black
1451,1696,0,1,1,Black
1014,1469,1,-4,0,White
1442,1448,0,1,2,Black
1419,1510,7,1,0,Black
1804,1802,3,2,1,Black
1800,1801,0,0,1,Black
1814,1771,2,1,-1,Black
1688,1806,-1,3,0,Black
1821,1677,3,1,1,Black
1695,1814,-3,0,1,Black
1822,1906,2,1,1,Black
1895,1831,1,-2,-3,White
1685,1847,3,0,-2,White
1863,1662,1,-1,1,Black
1684,1857,2,-1,1,Black
2071,2070,4,-2,-2,White
1864,1842,-2,1,-2,White
1870,1799,-4,3,1,Draw
1807,1816,0,-2,-1,White
1805,1812,-1,2,1,Black
1717,1686,-3,-1,-1,White
1717,1739,2,0,1,Black
1786,1711,0,1,0,Black
2058,2381,3,1,0,Black
2385,2327,-2,2,-1,Draw
2320,2392,-1,-4,3,Draw
2392,2430,0,-1,-1,White
2151,2415,3,0,0,Black
2480,2451,-3,-1,0,White
2250,2410,2,0,1,Black
2430,2230,4,0,1,Black
1744,1997,1,0,2,Black
1424,1378,1,1,1,Black
1890,1854,-1,-2,-1,White
1745,1867,2,0,0,White
1863,1700,0,-3,0,White
1667,1455,-1,1,-2,White
1453,1412,0,2,1,Black
1533,1597,2,1,1,Black
1585,1680,-1,-1,-1,White
1876,1810,-1,0,-1,White
1745,1862,-1,2,2,Black
1637,1821,3,2,1,Black
1587,1811,-4,1,1,Black
1262,1269,0,0,-1,White
1462,1254,5,-1,2,Black
1233,1195,3,3,-1,Black
1206,1222,1,-2,2,Black
1199,1047,-2,-1,-1,White
1257,1186,1,2,1,Black
1756,1754,0,0,-1,Black
1918,1748,-1,0,-2,White
1905,1902,-4,-2,1,White
2012,1948,0,-2,0,White
2003,2125,1,-3,1,Draw
1982,1994,1,-1,-3,White
1968,1829,-3,0,-1,White
1951,1878,1,0,-1,White
1803,1938,2,1,1,Black
1857,1919,-1,1,-1,Black
1893,1897,1,0,1,Black
1869,1913,-1,0,-1,White
1796,1698,-1,-4,0,White
1784,1782,-7,1,-1,White
1776,1644,-3,-1,-1,White
1650,1768,0,1,2,Black
1697,1758,2,0,2,Black
1979,1739,1,1,2,Black
1725,1760,0,0,-1,White
1717,1585,1,0,0,White
1694,1752,2,-2,-1,White
1825,1755,-2,0,-1,White
1760,1754,-3,1,-2,White
1500,1625,-1,0,-1,White
1654,1616,-1,0,1,Black
1680,1698,0,-1,1,Black
1732,1708,1,-1,0,White
1739,1756,0,0,1,Black
1662,1706,2,1,1,Black
1809,1737,1,0,-1,White
1655,1695,0,-1,-1,Black
1637,1670,2,-3,0,White
1611,1567,-2,1,1,Black
1822,1795,-1,-1,0,White
1851,1862,-4,1,0,Black
1845,1846,0,0,-1,White
